,Start,Target,Distance
852,Auckland,Belfast,18040
853,Auckland,Belgrade,17684
854,Auckland,Berlin,17748
855,Auckland,Birmingham,18266
856,Auckland,Bogot,12171
857,Auckland,Bombay,12298
858,Auckland,Bordeaux,19044
859,Auckland,Bremen,17907
860,Auckland,Brisbane,2278
861,Auckland,Bristol,18378
862,Auckland,Brussels,18281
863,Auckland,Bucharest,17258
864,Auckland,Budapest,17701
865,Auckland,Buenos Aires,10356
866,Auckland,Cairo,16557
867,Auckland,Calcutta,11181
868,Auckland,Canton,9269
869,Auckland,Cape Town,11772
870,Auckland,Caracas,13204
871,Auckland,Cayenne,14056
872,Auckland,Chihuahua,11001
873,Auckland,Chongqing,10260
874,Auckland,Copenhagen,17532
875,Auckland,Crdoba,10256
876,Auckland,Dakar,17266
877,Auckland,Darwin,5135
878,Auckland,Djibouti,14441
879,Auckland,Dublin,18182
880,Auckland,Durban,11691
881,Auckland,Edinburgh,17891
882,Auckland,Frankfurt,18168
883,Auckland,Georgetown,13707
884,Auckland,Glasgow,17904
885,Auckland,Guatemala City,11389
886,Auckland,Guayaquil,11215
887,Auckland,Hamburg,17817
888,Auckland,Hammerfest,15897
889,Auckland,Havana,12626
890,Auckland,Helsinki,16656
891,Auckland,Hobart,2422
892,Auckland,Hong Kong,9140
893,Auckland,Iquique,10723
894,Auckland,Irkutsk,12033
895,Auckland,Jakarta,7633
896,Auckland,Johannesburg,12183
897,Auckland,Kingston,12810
898,Auckland,Kinshasa,14966
899,Auckland,Kuala Lumpur,8724
900,Auckland,La Paz,11141
901,Auckland,Leeds,18115
902,Auckland,Lima,10773
903,Auckland,Lisbon,19614
904,Auckland,Liverpool,18166
905,Auckland,London,18334
906,Auckland,Lyons,18719
907,Auckland,Madrid,19596
908,Auckland,Manchester,18151
909,Auckland,Manila,8024
910,Auckland,Marseilles,18864
911,Auckland,Mazatln,10606
912,Auckland,Mecca,15373
913,Auckland,Melbourne,2624
914,Auckland,Mexico City,10958
915,Auckland,Milan,18480
916,Auckland,Montevideo,10457
917,Auckland,Moscow,16200
918,Auckland,Munich,18158
919,Auckland,Nagasaki,9034
920,Auckland,Nagoya,8907
921,Auckland,Nairobi,13933
922,Auckland,Nanjing (Nanking),9611
923,Auckland,Naples,18273
924,Auckland,New Delhi,12486
925,Auckland,Newcastle-on-Tyne,17983
926,Auckland,Odessa,16868
927,Auckland,Osaka,8917
928,Auckland,Oslo,17208
929,Auckland,Panama City,11999
930,Auckland,Paramaribo,13885
931,Auckland,Paris,18552
932,Auckland,Perth,5344
933,Auckland,Plymouth,18505
934,Auckland,Port Moresby,4126
935,Auckland,Prague,17863
936,Auckland,Rangoon,10162
937,Auckland,Reykjavk,16790
938,Auckland,Rio de Janeiro,12265
939,Auckland,Rome,18397
940,Auckland,Salvador,13477
941,Auckland,Santiago,9662
942,Auckland,St. Petersburg,16424
943,Auckland,So Paulo,12029
944,Auckland,Shanghai,9377
945,Auckland,Singapore,8399
946,Auckland,Sofia,17501
947,Auckland,Stockholm,17014
948,Auckland,Sydney,2169
949,Auckland,Tananarive,11710
950,Auckland,Teheran,14984
951,Auckland,Tokyo,8837
952,Auckland,Tripoli,18280
953,Auckland,Venice,18267
954,Auckland,Veracruz,11192
955,Auckland,Vienna,17854
956,Auckland,Vladivostok,9892
957,Auckland,Warsaw,17349
958,Auckland,Wellington,491
959,Auckland,Zrich,18392
960,Bangkok,Aberdeen,9469
961,Bangkok,Adelaide,6739
962,Bangkok,Algiers,9746
963,Bangkok,Amsterdam,9175
964,Bangkok,Ankara,7128
965,Bangkok,Asuncin,17399
966,Bangkok,Athens,7923
967,Bangkok,Auckland,9571
968,Bangkok,Bangkok,0
969,Bangkok,Barcelona,9680
970,Bangkok,Beijing,3298
971,Bangkok,Belm,16340
972,Bangkok,Belfast,9786
973,Bangkok,Belgrade,8148
974,Bangkok,Berlin,8603
975,Bangkok,Birmingham,9618
976,Bangkok,Bogot,17901
977,Bangkok,Bombay,3008
978,Bangkok,Bordeaux,9778
979,Bangkok,Bremen,8900
980,Bangkok,Brisbane,7293
981,Bangkok,Bristol,9695
982,Bangkok,Brussels,9248
983,Bangkok,Bucharest,7708
984,Bangkok,Budapest,8244
985,Bangkok,Buenos Aires,16873
986,Bangkok,Cairo,7258
987,Bangkok,Calcutta,1609
988,Bangkok,Canton,1699
989,Bangkok,Cape Town,10149
990,Bangkok,Caracas,16991
991,Bangkok,Cayenne,16372
992,Bangkok,Chihuahua,14504
993,Bangkok,Chongqing,1886
994,Bangkok,Copenhagen,8620
995,Bangkok,Crdoba,17499
996,Bangkok,Dakar,12494
997,Bangkok,Darwin,4436
998,Bangkok,Djibouti,6224
999,Bangkok,Dublin,9857
1000,Bangkok,Durban,8887
1001,Bangkok,Edinburgh,9572
1002,Bangkok,Frankfurt,8966
1003,Bangkok,Georgetown,16744
1004,Bangkok,Glasgow,9639
1005,Bangkok,Guatemala City,16635
1006,Bangkok,Guayaquil,18726
1007,Bangkok,Hamburg,8812
1008,Bangkok,Hammerfest,8083
1009,Bangkok,Havana,15901
1010,Bangkok,Helsinki,7884
1011,Bangkok,Hobart,7895
1012,Bangkok,Hong Kong,1731
1013,Bangkok,Iquique,18788
1014,Bangkok,Irkutsk,4322
1015,Bangkok,Jakarta,2331
1016,Bangkok,Johannesburg,8996
1017,Bangkok,Kingston,16474
1018,Bangkok,Kinshasa,9606
1019,Bangkok,Kuala Lumpur,1187
1020,Bangkok,La Paz,18782
1021,Bangkok,Leeds,9546
1022,Bangkok,Lima,19684
1023,Bangkok,Lisbon,10684
1024,Bangkok,Liverpool,9652
1025,Bangkok,London,9528
1026,Bangkok,Lyons,9348
1027,Bangkok,Madrid,10180
1028,Bangkok,Manchester,9602
1029,Bangkok,Manila,2205
1030,Bangkok,Marseilles,9372
1031,Bangkok,Mazatln,14969
1032,Bangkok,Mecca,6458
1033,Bangkok,Melbourne,7370
1034,Bangkok,Mexico City,15745
1035,Bangkok,Milan,9025
1036,Bangkok,Montevideo,16699
1037,Bangkok,Moscow,7065
1038,Bangkok,Munich,8794
1039,Bangkok,Nagasaki,3656
1040,Bangkok,Nagoya,4348
1041,Bangkok,Nairobi,7202
1042,Bangkok,Nanjing (Nanking),2763
1043,Bangkok,Naples,8702
1044,Bangkok,New Delhi,2915
1045,Bangkok,Newcastle-on-Tyne,9512
1046,Bangkok,Odessa,7354
1047,Bangkok,Osaka,4202
1048,Bangkok,Oslo,8676
1049,Bangkok,Panama City,17489
1050,Bangkok,Paramaribo,16570
1051,Bangkok,Paris,9446
1052,Bangkok,Perth,5338
1053,Bangkok,Plymouth,9833
1054,Bangkok,Port Moresby,5754
1055,Bangkok,Prague,8561
1056,Bangkok,Rangoon,591
1057,Bangkok,Reykjavk,10098
1058,Bangkok,Rio de Janeiro,16061
1059,Bangkok,Rome,8832
1060,Bangkok,Salvador,15578
1061,Bangkok,Santiago,17651
1062,Bangkok,St. Petersburg,7589
1063,Bangkok,So Paulo,16384
1064,Bangkok,Shanghai,2886
1065,Bangkok,Singapore,1441
1066,Bangkok,Sofia,7934
1067,Bangkok,Stockholm,8268
1068,Bangkok,Sydney,7528
1069,Bangkok,Tananarive,6838
1070,Bangkok,Teheran,5426
1071,Bangkok,Tokyo,4607
1072,Bangkok,Tripoli,8934
1073,Bangkok,Venice,8782
1074,Bangkok,Veracruz,15925
1075,Bangkok,Vienna,8443
1076,Bangkok,Vladivostok,4441
1077,Bangkok,Warsaw,8091
1078,Bangkok,Wellington,9746
1079,Bangkok,Zrich,9035
1080,Barcelona,Aberdeen,1779
1081,Barcelona,Adelaide,16180
1082,Barcelona,Algiers,511
1083,Barcelona,Amsterdam,1238
1084,Barcelona,Ankara,2587
1085,Barcelona,Asuncin,9630
1086,Barcelona,Athens,1879
1087,Barcelona,Auckland,19203
1088,Barcelona,Bangkok,9680
1089,Barcelona,Barcelona,0
1090,Barcelona,Beijing,8804
1091,Barcelona,Belm,6970
1092,Barcelona,Belfast,1587
1093,Barcelona,Belgrade,1537
1094,Barcelona,Berlin,1499
1095,Barcelona,Birmingham,1264
1096,Barcelona,Bogot,8541
1097,Barcelona,Bombay,7031
1098,Barcelona,Bordeaux,440
1099,Barcelona,Bremen,1393
1100,Barcelona,Brisbane,16959
1101,Barcelona,Bristol,1177
1102,Barcelona,Brussels,1068
1103,Barcelona,Bucharest,1973
1104,Barcelona,Budapest,1502
1105,Barcelona,Buenos Aires,10461
1106,Barcelona,Cairo,2904
1107,Barcelona,Calcutta,8072
1108,Barcelona,Canton,9936
1109,Barcelona,Cape Town,8535
1110,Barcelona,Caracas,7508
1111,Barcelona,Cayenne,6743
1112,Barcelona,Chihuahua,9301
1113,Barcelona,Chongqing,8944
1114,Barcelona,Copenhagen,1759
1115,Barcelona,Crdoba,10569
1116,Barcelona,Dakar,3521
1117,Barcelona,Darwin,14113
1118,Barcelona,Djibouti,5177
1119,Barcelona,Dublin,1469
1120,Barcelona,Durban,8456
1121,Barcelona,Edinburgh,1661
1122,Barcelona,Frankfurt,1094
1123,Barcelona,Georgetown,7064
1124,Barcelona,Glasgow,1672
1125,Barcelona,Guatemala City,9157
1126,Barcelona,Guayaquil,9508
1127,Barcelona,Hamburg,1474
1128,Barcelona,Hammerfest,3471
1129,Barcelona,Havana,7895
1130,Barcelona,Helsinki,2606
1131,Barcelona,Hobart,17158
1132,Barcelona,Hong Kong,10065
1133,Barcelona,Iquique,10092
1134,Barcelona,Irkutsk,7189
1135,Barcelona,Jakarta,11688
1136,Barcelona,Johannesburg,7975
1137,Barcelona,Kingston,7792
1138,Barcelona,Kinshasa,5251
1139,Barcelona,Kuala Lumpur,10569
1140,Barcelona,La Paz,9670
1141,Barcelona,Leeds,1401
1142,Barcelona,Lima,10005
1143,Barcelona,Lisbon,1004
1144,Barcelona,Liverpool,1392
1145,Barcelona,London,1141
1146,Barcelona,Lyons,531
1147,Barcelona,Madrid,502
1148,Barcelona,Manchester,1386
1149,Barcelona,Manila,11182
1150,Barcelona,Marseilles,339
1151,Barcelona,Mazatln,9747
1152,Barcelona,Mecca,4149
1153,Barcelona,Melbourne,16828
1154,Barcelona,Mexico City,9486
1155,Barcelona,Milan,724
1156,Barcelona,Montevideo,10356
1157,Barcelona,Moscow,3010
1158,Barcelona,Munich,1055
1159,Barcelona,Nagasaki,10188
1160,Barcelona,Nagoya,10339
1161,Barcelona,Nairobi,5909
1162,Barcelona,Nanjing (Nanking),9594
1163,Barcelona,Naples,1014
1164,Barcelona,New Delhi,6772
1165,Barcelona,Newcastle-on-Tyne,1535
1166,Barcelona,Odessa,2348
1167,Barcelona,Osaka,10323
1168,Barcelona,Oslo,2146
1169,Barcelona,Panama City,8658
1170,Barcelona,Paramaribo,6901
1171,Barcelona,Paris,824
1172,Barcelona,Perth,14154
1173,Barcelona,Plymouth,1113
1174,Barcelona,Port Moresby,15077
1175,Barcelona,Prague,1354
1176,Barcelona,Rangoon,9091
1177,Barcelona,Reykjavk,2959
1178,Barcelona,Rio de Janeiro,8543
1179,Barcelona,Rome,857
1180,Barcelona,Salvador,7335
1181,Barcelona,Santiago,11163
1182,Barcelona,St. Petersburg,2820
1183,Barcelona,So Paulo,8785
1184,Barcelona,Shanghai,9830
1185,Barcelona,Singapore,10894
1186,Barcelona,Sofia,1750
1187,Barcelona,Stockholm,2274
1188,Barcelona,Sydney,17171
1189,Barcelona,Tananarive,8164
1190,Barcelona,Teheran,4298
1191,Barcelona,Tokyo,10419
1192,Barcelona,Tripoli,1353
1193,Barcelona,Venice,936
1194,Barcelona,Veracruz,9276
1195,Barcelona,Vienna,1350
1196,Barcelona,Vladivostok,9359
1197,Barcelona,Warsaw,1864
1198,Barcelona,Wellington,19400
1199,Barcelona,Zrich,833
1200,Beijing,Aberdeen,7796
1201,Beijing,Adelaide,8626
1202,Beijing,Algiers,9108
1203,Beijing,Amsterdam,7822
1204,Beijing,Ankara,6829
1205,Beijing,Asuncin,18293
1206,Beijing,Athens,7618
1207,Beijing,Auckland,10408
1208,Beijing,Bangkok,3298
1209,Beijing,Barcelona,8804
1210,Beijing,Beijing,0
1211,Beijing,Belm,15475
1212,Beijing,Belfast,8162
1213,Beijing,Belgrade,7406
1214,Beijing,Berlin,7357
1215,Beijing,Birmingham,8156
1216,Beijing,Bogot,14953
1217,Beijing,Bombay,4757
1218,Beijing,Bordeaux,8685
1219,Beijing,Bremen,7567
1220,Beijing,Brisbane,8402
1221,Beijing,Bristol,8263
1222,Beijing,Brussels,7959
1223,Beijing,Bucharest,7060
1224,Beijing,Budapest,7337
1225,Beijing,Buenos Aires,19263
1226,Beijing,Cairo,7536
1227,Beijing,Calcutta,3265
1228,Beijing,Canton,1891
1229,Beijing,Cape Town,12961
1230,Beijing,Caracas,14401
1231,Beijing,Cayenne,14908
1232,Beijing,Chihuahua,11219
1233,Beijing,Chongqing,1440
1234,Beijing,Copenhagen,7201
1235,Beijing,Crdoba,19074
1236,Beijing,Dakar,12298
1237,Beijing,Darwin,6012
1238,Beijing,Djibouti,7776
1239,Beijing,Dublin,8282
1240,Beijing,Durban,11735
1241,Beijing,Edinburgh,7937
1242,Beijing,Frankfurt,7779
1243,Beijing,Georgetown,14797
1244,Beijing,Glasgow,7991
1245,Beijing,Guatemala City,13341
1246,Beijing,Guayaquil,15504
1247,Beijing,Hamburg,7471
1248,Beijing,Hammerfest,5963
1249,Beijing,Havana,12738
1250,Beijing,Helsinki,6318
1251,Beijing,Hobart,9715
1252,Beijing,Hong Kong,1966
1253,Beijing,Iquique,17732
1254,Beijing,Irkutsk,1675
1255,Beijing,Jakarta,5229
1256,Beijing,Johannesburg,11706
1257,Beijing,Kingston,13432
1258,Beijing,Kinshasa,11263
1259,Beijing,Kuala Lumpur,4350
1260,Beijing,La Paz,17365
1261,Beijing,Leeds,8031
1262,Beijing,Lima,16641
1263,Beijing,Lisbon,9666
1264,Beijing,Liverpool,8128
1265,Beijing,London,8136
1266,Beijing,Lyons,8313
1267,Beijing,Madrid,9220
1268,Beijing,Manchester,8086
1269,Beijing,Manila,2851
1270,Beijing,Marseilles,8465
1271,Beijing,Mazatln,11710
1272,Beijing,Mecca,7388
1273,Beijing,Melbourne,9117
1274,Beijing,Mexico City,12457
1275,Beijing,Milan,8081
1276,Beijing,Montevideo,19153
1277,Beijing,Moscow,5794
1278,Beijing,Munich,7751
1279,Beijing,Nagasaki,1444
1280,Beijing,Nagoya,1881
1281,Beijing,Nairobi,9216
1282,Beijing,Nanjing (Nanking),902
1283,Beijing,Naples,8084
1284,Beijing,New Delhi,3783
1285,Beijing,Newcastle-on-Tyne,7942
1286,Beijing,Odessa,6631
1287,Beijing,Osaka,1788
1288,Beijing,Oslo,7023
1289,Beijing,Panama City,14336
1290,Beijing,Paramaribo,14865
1291,Beijing,Paris,8221
1292,Beijing,Perth,7991
1293,Beijing,Plymouth,8420
1294,Beijing,Port Moresby,6331
1295,Beijing,Prague,7455
1296,Beijing,Rangoon,3235
1297,Beijing,Reykjavk,7889
1298,Beijing,Rio de Janeiro,17326
1299,Beijing,Rome,8128
1300,Beijing,Salvador,16136
1301,Beijing,Santiago,19055
1302,Beijing,St. Petersburg,6055
1303,Beijing,So Paulo,17588
1304,Beijing,Shanghai,1074
1305,Beijing,Singapore,4483
1306,Beijing,Sofia,7354
1307,Beijing,Stockholm,6711
1308,Beijing,Sydney,8953
1309,Beijing,Tananarive,9659
1310,Beijing,Teheran,5572
1311,Beijing,Tokyo,2097
1312,Beijing,Tripoli,8712
1313,Beijing,Venice,7890
1314,Beijing,Veracruz,12627
1315,Beijing,Vienna,7460
1316,Beijing,Vladivostok,1344
1317,Beijing,Warsaw,6941
1318,Beijing,Wellington,10780
1319,Beijing,Zrich,7984
1320,Belm,Aberdeen,7709
1321,Belm,Adelaide,15902
1322,Belm,Algiers,6796
1323,Belm,Amsterdam,7770
1324,Belm,Ankara,9380
1325,Belm,Asuncin,2822
1326,Belm,Athens,8560
1327,Belm,Auckland,13850
1328,Belm,Bangkok,16340
1329,Belm,Barcelona,6970
1330,Belm,Beijing,15475
1331,Belm,Belm,0
1332,Belm,Belfast,7347
1333,Belm,Belgrade,8491
1334,Belm,Berlin,8290
1335,Belm,Birmingham,7393
1336,Belm,Bogot,2939
1337,Belm,Bombay,13337
1338,Belm,Bordeaux,6986
1339,Belm,Bremen,8040
1340,Belm,Brisbane,16051
1341,Belm,Bristol,7292
1342,Belm,Brussels,7653
1343,Belm,Bucharest,8908
1344,Belm,Budapest,8470
1345,Belm,Buenos Aires,3822
1346,Belm,Cairo,9112
1347,Belm,Calcutta,14803
1348,Belm,Canton,16904
1349,Belm,Cape Town,7794
1350,Belm,Caracas,2444
1351,Belm,Cayenne,817
1352,Belm,Chihuahua,6976
1353,Belm,Chongqing,15909
1354,Belm,Copenhagen,8386
1355,Belm,Crdoba,3720
1356,Belm,Dakar,3856
1357,Belm,Darwin,18464
1358,Belm,Djibouti,10207
1359,Belm,Dublin,7235
1360,Belm,Durban,8901
1361,Belm,Edinburgh,7574
1362,Belm,Frankfurt,7879
1363,Belm,Georgetown,1417
1364,Belm,Glasgow,7516
1365,Belm,Guatemala City,4959
1366,Belm,Guayaquil,3496
1367,Belm,Hamburg,8135
1368,Belm,Hammerfest,9512
1369,Belm,Havana,4575
1370,Belm,Helsinki,9246
1371,Belm,Hobart,14837
1372,Belm,Hong Kong,17032
1373,Belm,Iquique,3138
1374,Belm,Irkutsk,13807
1375,Belm,Jakarta,17139
1376,Belm,Johannesburg,8594
1377,Belm,Kingston,3780
1378,Belm,Kinshasa,7086
1379,Belm,Kuala Lumpur,16697
1380,Belm,La Paz,2741
1381,Belm,Leeds,7506
1382,Belm,Lima,3358
1383,Belm,Lisbon,6009
1384,Belm,Liverpool,7405
1385,Belm,London,7435
1386,Belm,Lyons,7397
1387,Belm,Madrid,6497
1388,Belm,Manchester,7449
1389,Belm,Manila,18151
1390,Belm,Marseilles,7304
1391,Belm,Mazatln,6834
1392,Belm,Mecca,9884
1393,Belm,Melbourne,15436
1394,Belm,Mexico City,5991
1395,Belm,Milan,7681
1396,Belm,Montevideo,3800
1397,Belm,Moscow,9897
1398,Belm,Munich,7973
1399,Belm,Nagasaki,16527
1400,Belm,Nagoya,16231
1401,Belm,Nairobi,9492
1402,Belm,Nanjing (Nanking),16365
1403,Belm,Naples,7866
1404,Belm,New Delhi,13523
1405,Belm,Newcastle-on-Tyne,7583
1406,Belm,Odessa,9308
1407,Belm,Osaka,16315
1408,Belm,Oslo,8500
1409,Belm,Panama City,3630
1410,Belm,Paramaribo,1099
1411,Belm,Paris,7408
1412,Belm,Perth,15949
1413,Belm,Plymouth,7137
1414,Belm,Port Moresby,17904
1415,Belm,Prague,8249
1416,Belm,Rangoon,15771
1417,Belm,Reykjavk,7605
1418,Belm,Rio de Janeiro,2455
1419,Belm,Rome,7767
1420,Belm,Salvador,1687
1421,Belm,Santiago,4247
1422,Belm,St. Petersburg,9527
1423,Belm,So Paulo,2460
1424,Belm,Shanghai,16547
1425,Belm,Singapore,16946
1426,Belm,Sofia,8646
1427,Belm,Stockholm,8845
1428,Belm,Sydney,15576
1429,Belm,Tananarive,10589
1430,Belm,Teheran,11025
1431,Belm,Tokyo,16118
1432,Belm,Tripoli,7496
1433,Belm,Venice,7906
1434,Belm,Veracruz,5687
1435,Belm,Vienna,8303
1436,Belm,Vladivostok,15378
1437,Belm,Warsaw,8761
1438,Belm,Wellington,13567
1439,Belm,Zrich,7729
1440,Belfast,Aberdeen,367
1441,Belfast,Adelaide,16521
1442,Belfast,Algiers,2091
1443,Belfast,Amsterdam,757
1444,Belfast,Ankara,3297
1445,Belfast,Asuncin,10156
1446,Belfast,Athens,2898
1447,Belfast,Auckland,18040
1448,Belfast,Bangkok,9786
1449,Belfast,Barcelona,1587
1450,Belfast,Beijing,8162
1451,Belfast,Belm,7347
1452,Belfast,Belfast,0
1453,Belfast,Belgrade,2170
1454,Belfast,Berlin,1295
1455,Belfast,Birmingham,360
1456,Belfast,Bogot,8214
1457,Belfast,Bombay,7576
1458,Belfast,Bordeaux,1154
1459,Belfast,Bremen,980
1460,Belfast,Brisbane,16554
1461,Belfast,Bristol,415
1462,Belfast,Brussels,807
1463,Belfast,Bucharest,2546
1464,Belfast,Budapest,1905
1465,Belfast,Buenos Aires,11109
1466,Belfast,Cairo,4025
1467,Belfast,Calcutta,8249
1468,Belfast,Canton,9622
1469,Belfast,Cape Town,10115
1470,Belfast,Caracas,7222
1471,Belfast,Cayenne,6914
1472,Belfast,Chihuahua,8060
1473,Belfast,Chongqing,8643
1474,Belfast,Copenhagen,1177
1475,Belfast,Crdoba,11067
1476,Belfast,Dakar,4553
1477,Belfast,Darwin,14012
1478,Belfast,Djibouti,6411
1479,Belfast,Dublin,144
1480,Belfast,Durban,10034
1481,Belfast,Edinburgh,227
1482,Belfast,Frankfurt,1108
1483,Belfast,Georgetown,7052
1484,Belfast,Glasgow,172
1485,Belfast,Guatemala City,8340
1486,Belfast,Guayaquil,9185
1487,Belfast,Hamburg,1045
1488,Belfast,Hammerfest,2288
1489,Belfast,Havana,7068
1490,Belfast,Helsinki,1932
1491,Belfast,Hobart,17680
1492,Belfast,Hong Kong,9745
1493,Belfast,Iquique,10290
1494,Belfast,Irkutsk,6488
1495,Belfast,Jakarta,12025
1496,Belfast,Johannesburg,9556
1497,Belfast,Kingston,7160
1498,Belfast,Kinshasa,6838
1499,Belfast,Kuala Lumpur,10841
1500,Belfast,La Paz,9841
1501,Belfast,Leeds,304
1502,Belfast,Lima,9918
1503,Belfast,Lisbon,1782
1504,Belfast,Liverpool,233
1505,Belfast,London,519
1506,Belfast,Lyons,1245
1507,Belfast,Madrid,1585
1508,Belfast,Manchester,270
1509,Belfast,Manila,10844
1510,Belfast,Marseilles,1496
1511,Belfast,Mazatln,8565
1512,Belfast,Mecca,5286
1513,Belfast,Melbourne,17132
1514,Belfast,Mexico City,8457
1515,Belfast,Milan,1478
1516,Belfast,Montevideo,11047
1517,Belfast,Moscow,2720
1518,Belfast,Munich,1407
1519,Belfast,Nagasaki,9419
1520,Belfast,Nagoya,9424
1521,Belfast,Nairobi,7356
1522,Belfast,Nanjing (Nanking),9032
1523,Belfast,Naples,2136
1524,Belfast,New Delhi,7027
1525,Belfast,Newcastle-on-Tyne,279
1526,Belfast,Odessa,2713
1527,Belfast,Osaka,9438
1528,Belfast,Oslo,1157
1529,Belfast,Panama City,8142
1530,Belfast,Paramaribo,6981
1531,Belfast,Paris,860
1532,Belfast,Perth,14862
1533,Belfast,Plymouth,483
1534,Belfast,Port Moresby,14454
1535,Belfast,Prague,1465
1536,Belfast,Rangoon,9231
1537,Belfast,Reykjavk,1381
1538,Belfast,Rio de Janeiro,9328
1539,Belfast,Rome,1951
1540,Belfast,Salvador,8110
1541,Belfast,Santiago,11578
1542,Belfast,St. Petersburg,2225
1543,Belfast,So Paulo,9510
1544,Belfast,Shanghai,9234
1545,Belfast,Singapore,11154
1546,Belfast,Sofia,2500
1547,Belfast,Stockholm,1534
1548,Belfast,Sydney,17106
1549,Belfast,Tananarive,9606
1550,Belfast,Teheran,4816
1551,Belfast,Tokyo,9453
1552,Belfast,Tripoli,2836
1553,Belfast,Venice,1648
1554,Belfast,Veracruz,8295
1555,Belfast,Vienna,1689
1556,Belfast,Vladivostok,8435
1557,Belfast,Warsaw,1792
1558,Belfast,Wellington,18531
1559,Belfast,Zrich,1290
1560,Belgrade,Aberdeen,2076
1561,Belgrade,Adelaide,14747
1562,Belgrade,Algiers,1718
1563,Belgrade,Amsterdam,1416
1564,Belgrade,Ankara,1154
1565,Belgrade,Asuncin,11094
1566,Belgrade,Athens,811
1567,Belgrade,Auckland,17684
1568,Belgrade,Bangkok,8148
1569,Belgrade,Barcelona,1537
1570,Belgrade,Beijing,7406
1571,Belgrade,Belm,8491
1572,Belgrade,Belfast,2170
1573,Belgrade,Belgrade,0
1574,Belgrade,Berlin,995
1575,Belgrade,Birmingham,1840
1576,Belgrade,Bogot,10027
1577,Belgrade,Bombay,5584
1578,Belgrade,Bordeaux,1654
1579,Belgrade,Bremen,1248
1580,Belgrade,Brisbane,15421
1581,Belgrade,Bristol,1854
1582,Belgrade,Brussels,1374
1583,Belgrade,Bucharest,444
1584,Belgrade,Budapest,313
1585,Belgrade,Buenos Aires,11869
1586,Belgrade,Cairo,1901
1587,Belgrade,Calcutta,6543
1588,Belgrade,Canton,8423
1589,Belgrade,Cape Town,8763
1590,Belgrade,Caracas,8998
1591,Belgrade,Cayenne,8281
1592,Belgrade,Chihuahua,10219
1593,Belgrade,Chongqing,7435
1594,Belgrade,Copenhagen,1325
1595,Belgrade,Crdoba,12031
1596,Belgrade,Dakar,4896
1597,Belgrade,Darwin,12577
1598,Belgrade,Djibouti,4284
1599,Belgrade,Dublin,2148
1600,Belgrade,Durban,8377
1601,Belgrade,Edinburgh,2064
1602,Belgrade,Frankfurt,1062
1603,Belgrade,Georgetown,8595
1604,Belgrade,Glasgow,2121
1605,Belgrade,Guatemala City,10443
1606,Belgrade,Guayaquil,11001
1607,Belgrade,Hamburg,1227
1608,Belgrade,Hammerfest,2870
1609,Belgrade,Havana,9167
1610,Belgrade,Helsinki,1726
1611,Belgrade,Hobart,15820
1612,Belgrade,Hong Kong,8552
1613,Belgrade,Iquique,11622
1614,Belgrade,Irkutsk,5857
1615,Belgrade,Jakarta,10205
1616,Belgrade,Johannesburg,7939
1617,Belgrade,Kingston,9166
1618,Belgrade,Kinshasa,5492
1619,Belgrade,Kuala Lumpur,9066
1620,Belgrade,La Paz,11204
1621,Belgrade,Leeds,1866
1622,Belgrade,Lima,11538
1623,Belgrade,Lisbon,2537
1624,Belgrade,Liverpool,1945
1625,Belgrade,London,1690
1626,Belgrade,Lyons,1229
1627,Belgrade,Madrid,2033
1628,Belgrade,Manchester,1901
1629,Belgrade,Manila,9665
1630,Belgrade,Marseilles,1223
1631,Belgrade,Mazatln,10733
1632,Belgrade,Mecca,3138
1633,Belgrade,Melbourne,15400
1634,Belgrade,Mexico City,10619
1635,Belgrade,Milan,892
1636,Belgrade,Montevideo,11747
1637,Belgrade,Moscow,1703
1638,Belgrade,Munich,774
1639,Belgrade,Nagasaki,8827
1640,Belgrade,Nagoya,9060
1641,Belgrade,Nairobi,5395
1642,Belgrade,Nanjing (Nanking),8152
1643,Belgrade,Naples,680
1644,Belgrade,New Delhi,5247
1645,Belgrade,Newcastle-on-Tyne,1929
1646,Belgrade,Odessa,816
1647,Belgrade,Osaka,9025
1648,Belgrade,Oslo,1800
1649,Belgrade,Panama City,10086
1650,Belgrade,Paramaribo,8438
1651,Belgrade,Paris,1447
1652,Belgrade,Perth,12833
1653,Belgrade,Plymouth,1934
1654,Belgrade,Port Moresby,13583
1655,Belgrade,Prague,738
1656,Belgrade,Rangoon,7561
1657,Belgrade,Reykjavk,3374
1658,Belgrade,Rio de Janeiro,9919
1659,Belgrade,Rome,731
1660,Belgrade,Salvador,8737
1661,Belgrade,Santiago,12645
1662,Belgrade,St. Petersburg,1797
1663,Belgrade,So Paulo,10186
1664,Belgrade,Shanghai,8397
1665,Belgrade,Singapore,9389
1666,Belgrade,Sofia,332
1667,Belgrade,Stockholm,1611
1668,Belgrade,Sydney,15665
1669,Belgrade,Tananarive,7593
1670,Belgrade,Teheran,2813
1671,Belgrade,Tokyo,9175
1672,Belgrade,Tripoli,1467
1673,Belgrade,Venice,645
1674,Belgrade,Veracruz,10448
1675,Belgrade,Vienna,493
1676,Belgrade,Vladivostok,8110
1677,Belgrade,Warsaw,819
1678,Belgrade,Wellington,17895
1679,Belgrade,Zrich,965
1680,Berlin,Aberdeen,1119
1681,Berlin,Adelaide,15331
1682,Berlin,Algiers,1922
1683,Berlin,Amsterdam,578
